common_name,description,folklore,link,medicinal_uses,origins,properties,tags
"How to Use: 
	Jasmine ","Legendary jasmine is a sensual delight, and is one of the principle oils used in perfumes and ointments for dry sensitive skin. In aromatherapy, jasmine absolute oil in used to uplift the spirits in cases of apathy, depression, menopausal disorders, and lack of confidence. A legendary aphrodisiac, jasmine's sweet scent has a profound effect on frigidity and impotence. It can relax the mother and help relieve the pain of childbirth and is thought to increase breastmilk.","
	
	
	 ",<200 https://www.anniesremedy.com/jasminum-officinale-jasmine-flower-oil.php>,"* Aphrodisiac,* Aromatherapy,* Ayurvedic,* Beauty,* Chinese,* Dysmenorrhea,* Facial Care,* Female Hormones,* IBS","Ayurvedic,Traditional Chinese Medicine","* Anodyne,* Antidepressant,* Aphrodisiac,* Aromatic,* Astringent,* Confidence,* Emmenagogue,* Galactagogue,* Mood,* Parturient,* Sedative,* Uterine Tonic","* Aphrodisiac,* Aromatherapy,* Ayurvedic,* Beauty,* Chinese,* Dysmenorrhea,* Facial Care,* Female Hormones,* IBS"
"How to Use: 
	Jambul ","The fruit and seeds of the Jambul tree have long been used in Eastern traditional medicine, and are gaining more interest here in the West for the treatment of , Practitioners of Ayurveda in India value jambul for lowering blood sugar and researchers are investigating its potential as a male contraceptive. Jambul is used in Unani and Chinese medicine for digestive ailments. The leaves and bark are used for controlling blood pressure and gingivitis. Wine and vinegar are also made from the fruit. It has a high source in vitamin A and vitamin C.
 ","
	
	
	 ",<200 https://www.anniesremedy.com/eugenia-jambolana.php>,* Diabetes,"
,
, 
 ,Ayurvedic,Southeast Asia","* Carminative,* Hypoglycemic","* Diabetes,diabetes."
"How to Use: 
	Jamaican Dogwood ","Jamaican dogwood is a fairly potent sedative well known as a specific for 
,,
 ,,
  and for treatment of ,
   caused by ,, nervous tension, and stress.  
    The
  bark is ,and antispasmodic and can be used in cases of ,
  (painful periods). Jamaican dogwood is a strong analgesic that can be used
  along with other herbs to treat the musculoskeletal pain of 
  , and ","
	
	
	This tropical shrub grows wild in Central America and the northern parts of South America. The bark of the root works similarly to aspirin pain relievers by blocking an enzyme that produces  inflammatory and pain causing chemicals called prostaglandins.  It gained its nickname ""fish poison tree"" from the West Indian practice of using it to stupify fish to make them easier to catch. ",<200 https://www.anniesremedy.com/piscidia-piscipula-jamaican-dogwood.php>,"* Arthritis,* Headache/Migraine,* Nerve/Back Pain,* Pain Relief,* Sleep/Insomnia,* South_American",Central and South America,"* Analgesic,* Anti-inflammatory,* Antispasmodic,* Anxiety,* Nervine,* Sedative","* Arthritis,* Headache/Migraine,* Nerve/Back Pain,* Pain Relief,* Sleep/Insomnia,* South_American,migraine headaches,neuralgia,insomnia,pain ,dysmenorrhea,arthritis,rheumatism."
"How to Use: 
	Jalap ",,"
	
	
	 ",<200 https://www.anniesremedy.com/convolvulus-jalapa.php>,,,* Purgative,
"How to Use: 
	Orris Root ",,"
	
	
	 ",<200 https://www.anniesremedy.com/iris-germanica-orris-root.php>,* Deodorants/Perfumes,"
,
, 
 ,European,North America","* Cholagogue,* Deodorant/Perfumes,* emetic",* Deodorants/Perfumes
"How to Use: 
	Jewel Weed ","These exquisite, bright flowers, hanging at a horizontal, like jewels from a lady's ear, may be responsible for the plant's folk-name; but whoever is abroad early on a dewy morning, or after a shower, and finds notched edges of the drooping leaves hung with scintillating gems, dancing, sparkling in the sunshine, sees still another reason for naming this the Jewel-weed. In a brook, pond, spring, or wayside trough, which can never be far from its haunts, dip a spray of the plant to transform the leaves into glistening silver. They shed water much as the nasturtiums do.,Familiar as we may be with the nervous little seed-pods of the touch-me-not,which children ever love to pop and see the seeds fly, as they do from balsam pods in grandmother's garden, they still startle with the suddenness of their volley. Touch the delicate hair-trigger at the end of a capsule, and the lightning response of the flying seeds makes one jump.,Regional Traditions :, * 
,
 						","
	
	
	Under the name of Jewelweed the herbage of ",<200 https://www.anniesremedy.com/impatiens-capensis-jewel-weed.php>,"* Eczema,* Insect/flea Bites,* Rashes,* Spring Tonics",North America,"* Insect repellents,* Skin tonic","* Eczema,* Insect/flea Bites,* Rashes,* Spring Tonics"
"How to Use: 
	Horsetail ","The primary use of the horsetail  is as a diuretic. Gently stimulating increased urinary flow, horsetail helps ""flush"" infectious bacteria out of the bladder without altering the body's balance of electrolytes. The powdered form of the herb is better when electrolytes may be depleted. It's also the form of the herb being investigated as a treatment for age-related memory impairment. ,
,While horsetail is accepted in herbal traditions as a proven herb to maintain
healthy skin, nails and hair, the supposition that silica is main active ingredient
responsible for these properties is questioned by some modern herbalists. The objective
evidence is sorely lacking both for the bioavailability of silica and the role
silicon plays in the body. This is not to say horsetail is not effective, but rather calls into question the mechanism by which this most ancient of plants affects human metabolism.","
	
	
	 ",<200 https://www.anniesremedy.com/equisetum-arvense-horsetail.php>,"* Bladder Infection (UTI),* Kidney,* Osteoporosis",,"* Antiscorbutic,* Astringent,* Diuretic,* Refrigerant,* Styptic,* Tonic","* Bladder Infection (UTI),* Kidney,* Osteoporosis"
"How to Use: 
	Horseradish ","
 						","
	
	
	  This plant has been in cultivation from the earliest times, but its exact place of origin seems to be obscure. Some consider it to be decended from ",<200 https://www.anniesremedy.com/armoracia-rusticana-horseradish-root.php>,"* Athletes Foot/Ringworm,* Bladder Infection (UTI),* Bronchitis,* Congestion,* Cough,* Gout,* Herpes/Cold Sores,* Scabies",,"* Antibacterial,* Antiscorbutic,* Bitter,* Circulation,* Diaphoretic,* Diuretic,* Expectorant,* Rubefacient,* Stimulant","* Athletes Foot/Ringworm,* Bladder Infection (UTI),* Bronchitis,* Congestion,* Cough,* Gout,* Herpes/Cold Sores,* Scabies,sinuses,cold remedy,chest and sinus congestion,sore throat,urinary infections,gout and rheumatism,circulation"
"How to Use: 
	Horse Chestnut "," Horse chestnut is valued in herbal medicine for it's support of the ,. The herb is  anti-inflammatory which decreases swelling and astringent
    which reduces bleeding and adds tone to connective tissue. Much of the medicinal
    value of horse chestnut is attributed to the phytochemical aescin, which
    has a stabilizing action on veins and capillaries. This strengthening of
    veins improves 
circulation to areas of , and
heals ,. , Aescin
also ""firms up"" , (including  ,)
by increasing the tone of the muscle layers underlying them.  ,
Look for creams containing horse chestnut as a defense against, and
in body lotions to help reduce cellulite. Horse chestnut can be combined with
other herbs to treat chronic coughs with congestion.","
	
	
	 ",<200 https://www.anniesremedy.com/aesculus-hippocastanum-horse-chestnut.php>,"* Beauty,* Bruises/sprains,* Cellulite,* Diarrhea,* Varicose Veins",European,"* Analgesic,* Astringent,* Circulation,* Febrifuge,* Skin tonic","* Beauty,* Bruises/sprains,* Cellulite,* Diarrhea,* Varicose Veins,circulatory
    system,cellulite,bruising,varicose
veins,hemorrhoids, wrinkles"
"How to Use: 
	Horehound "," The uses of horehound have come down to us from the Greeks, Romans, and from our own North American herbal traditions. You can still find old fashioned , sold in pharmacies, but homemade ones are best in my opinion. Horehound was an accepted medicinal plant in the U.S. Pharmacopoeia until 1989 and is still endorsed in Europe as an effective ,medicine. , Horehound is a well regarded , and cold remedy as well as a bitter tonic. As is common with all the , herbs, horehound stimulates ,, easing bloating and gas. Horehound contains the bitter principal marrubiin (sometimes spelled marubin), a potent pain reliever, nervous system stimulant, and ,. Marrubiin and marrubinic acid also help stabilize  , rhythm. ","
	
	
	The Egyptians and Romans esteemed Horehound for  coughs and colds, the same uses as it is recommend by modern herbalists. For centuries white horehound has been traditionally a reliable liver and digestive remedy. The plant has also been used to reduce fevers and treat malaria.This is one of the bitter herbs ordained to be eaten at Passover supper by the Jews. Gerard also recommended it as an antidote for posions and for ""mad dogge biting"". ",<200 https://www.anniesremedy.com/marrubium-vulgare-horehound.php>,"* Bronchitis,* Cardiovascular,* Colds,* Cough,* Sore Throat",,"* Appetite Depressant,* Astringent,* Bitter,* Breath,* Cholagogue,* Demulcent,* Emmenagogue,* Expectorant,* Hepatic","* Bronchitis,* Cardiovascular,* Colds,* Cough,* Sore Throat,cold ,cough,digestion,heart"
"How to Use: 
	Hops "," Aged hops are sedatives, fresh hops provide , that ,; these bitters are also found in the aged herb. In folk medicine, Hops teas are also used to relieve the pain of bladder infections and give prompt ease to an irritable bladder.  Hops are a traditional cure for , - a number of phytochemicals in hops are tonic, nervine and possess sedative and muscle-relaxing qualities. Hops contain compounds that depress the central nervous system supporting its main use as a sedative. Hops can be combined with other herbs in , formulas that can be beneficial for sleeplessness and nervousness.
","
	
	
	The ripened cones of the female Hop plant are the ones used in brewing, and appeared used as such in the breweries of the Netherlands at the beginning of the fourteenth century.  The Hop was first mentioned by Pliny who speaks of it as a garden plant among the Romans, who ate the young shoots in spring. ",<200 https://www.anniesremedy.com/humulus-lupulus-hops.php>,"* Anxiety,* Bruises/sprains,* Culinary/Kitchen,* Dental/Oral Care,* Ear,* Female Hormones,* Nerve/Back Pain,* Sleep/Insomnia",European,"* Analgesic,* Anodyne,* Anxiety,* Bitter,* Calm,* COX-2 Inhibitor,* Diuretic,* Galactagogue,* Nervine,* Sedative","* Anxiety,* Bruises/sprains,* Culinary/Kitchen,* Dental/Oral Care,* Ear,* Female Hormones,* Nerve/Back Pain,* Sleep/Insomnia,stimulate digestion,insomnia,anti-anxiety"
"How to Use: 
	Hoodia ","Regional Traditions :, * 
,
 						","
	
	
	 For centuries, the San Bushmen have used Hoodia to naturally and safely stave off hunger and provide energy during hunting trips or long trips across the desert.  ",<200 https://www.anniesremedy.com/hoodia-gordonii.php>,"* African,* Diet/weight Loss","
,
, 
 ,African",* Appetite Depressant,"* African,* Diet/weight Loss,herbs for weight control"
"How to Use: 
	Honeysuckle ","This sweet smelling shrub fills the summer air with it's sweet scent, however
  this pretty climbing vine is more than just a pretty face, it may just be the
  cure for the ,.
   The Chinese name the honeysuckle flower , or ,, and the stem ,  or ,. It is
   considered one of the 50 fundamental herbs in Chinese herbology, a far cry
   from the Western way classification as an ornamental vine for the backyard
   fence. They use the flowers to reduce inflammation, fever and heat cases of
   acute respiratory infection and common colds, inflammations of the skin, gastrointestinal
   tract, and rheumatism and ,.  In TCM, honeysuckle is used in combination with , flowers
   to lower  ,.  In combination with ,, honeysuckle makes an effective remedy against the common cold","
	
	
	The flowers have been highly valued for medicinal purposes  by many cultures worldwide and their use was recommended by Dioscorides and Gerard. ",<200 https://www.anniesremedy.com/lonicera-periclymenum-honeysuckle.php>,"* Chinese,* Cuts & Wounds",Traditional Chinese Medicine,"* Astringent,* Depurative,* Diuretic,* Expectorant","* Chinese,* Cuts & Wounds,common cold,rheumatoid
   arthritis,high blood
   pressure"
"How to Use: 
	HoneyBush ","Honeybush is a healthy, caffeine-free red tea containing Vitamin C, potassium, 
calcium and magnesium.  While there has been little study done to assess the health benefits of honeybush, however it does contain bioactive compounds called  polyphenols that are known to have antioxidant, antiatherosclerotic, anti-inflammatory, antimutagenic, antitumor, and antiviral activities. Drinking honeybush tea may slow your body's fat storage and even help to burn existing fat stores. , ,Folklore, observation and common sense all agree that a diet that includes healthy, plant based beverages is a good bet for better health. As there are no adverse effects from drinking these red African teas, both Rooibos and honeybush, there seems to be no downside to adding them to your daily routine. The naturally sweet taste makes honeybush tea a family favorite., ","
	
	
	 ",<200 https://www.anniesremedy.com/cyclopia-honeybush.php>,"* African,* Herbal Teas,* Nutrition","
,
, 
 ,African","* Antioxidant,* Immunostimulant","* African,* Herbal Teas,* Nutrition"
