common_name,description,folklore,link,medicinal_uses,origins,properties,tags
yarrow ,"yarrow was once known as ""nosebleed"", it's feathery leaves making an ideal astringentswab to encourage clotting. yarrow skin washes and leaf poultices can staunch bleeding and help to disinfect   ,; taken as a tea it can help slow  , as well. , , ","everywhere this commonest of common weeds confronts us; the compact, dusty-looking clusters appearing not bywaysides only, around the world, but in the mythology, folk-lore, medicine, and literature of many peoples. chiron, the centaur, who taught its virtues to achilles that he might make an ointment to heal his myrmidons wounded in the siege of troy, named the plant for this favorite pupil, giving his own to the beautiful blue corn­flower (",achillea millefolium yarrow," Chinese, Colds, Cuts & Wounds, Dysmenorrhea, Hypertension, Menorrhagia",Traditional Chinese Medicine," Anti-inflammatory, Antibacterial, Antirheumatic, Antispasmodic, Astringent, Bitter, Cathartic, Depurative, Digestive, Emmenagogue, Febrifuge, Hypotensive, Insect repellents, Midsummer, Nervine, Styptic, Vulnerary"," chinese, colds, cuts & wounds, dysmenorrhea, hypertension, menorrhagia,cuts and scrapes,heavy menstrual bleeding,flu,baldness"
yacon root ," :, * , ", ,smallanthus sonchifolius yacon root," Diabetes, Diet/weight Loss, Nutrition",",,  ,Central and South America"," Antioxidant, Appetite Depressant, Digestive, Hepatic, Hypoglycemic, Laxative"," diabetes, diet/weight loss, nutrition,lower blood sugar,lose
  weight safely"
wintergreen ,"the minty sweet scent of wintergreen is familiar to anyone who has ever usedbengay©, or other otc ointments and rubs. the essential oil from the leavesis highly irritating to skin, and should be only used well diluted in carrieroil and ointments for pain rubs. wintergreen contains methyl salicylate, whichcan become toxic at high doses. ","the partridge berry, or teaberry, was used by the american indians for pain and fever. in the nineteenth century wintergreen was considered a cure-all. ",gaultheria procumbens wintergreen oil," Arthritis, Pain Relief, Rheumatoid_arthritis",North America," Analgesic, Astringent, Rubefacient, Stimulant"," arthritis, pain relief, rheumatoid_arthritis,pain, arthritis
 pain"
wild yam ," wild yam root is a potent source of diosgenin, a chemical that resembles female sex hormones and was used in the manufacture of the first oral contraceptives. diosgenin can be transformed in the laboratory into sex steroids and corticosteroids, but research is still very sketchy on the effectiveness of this herb. while diosgenin can be converted into progesterone in the laboratory, it cannot be converted into progesterone in the human body. wild yam contains no progesterone, natural or otherwise. it is, however, extremely useful for many gynecological complaints. historically, it appears to support healthy menstrual cycles by lessening pain and cramping. wild yam's diosgenin, is a precursor in the chemical synthesis of progesterone, a hormone whose numerous functions include uterine health and warding off pms. wild yam creams and progesterone creams are applied to thin areas of the skin. some herbalists believe that this triggers the production of natural progesterone in a woman's body and balances against high levels of estrogen. though the exact mechanism is not fully known, wild yam has a long history of giving women relief from hot flashes, insomnia, hot flashes, insomnia, cramps, headaches, migraines, and vaginal dryness. it generally takes a period of a few months or more to see results. ,wild yam also contains beta carotene, the antioxidant that is so important to maintaining a healthy cholesterol level. other colorful folk names include devil's bones, yuma, colic root and rheumatism root, referring to native americans use of the boiled root to treat morning sickness and in childbirth, also arthritis and digestive problems.","in 1943 the scientist russell marker astonished the world when, on a shoestring budget, he made two kilos of the female hormone progesterone from the wild mexican yam (",dioscorea villosa wild yam root," Aphrodisiac, Dysmenorrhea, Menopause","Central and South America,United Plant Savers"," Antioxidant, Antirheumatic, Antispasmodic, Phytoestrogen, Uterine Tonic"," aphrodisiac, dysmenorrhea, menopause"
wild lettuce ," wild lettuce is a valuable remedy for , and muscular ,. the commonname ""lettuce opium"", as it was known in the earlier official pharmacopoeias,refers to the potent milky latex produced by the stems and leaves. there hasbeen a recent internet driven surge of popularity of wild lettuce as a recreationalherb, however wild lettuce will disappoint those only looking for a legal highsimilar to opium. the powers that be have outlawed all the truly narcotic herbs,leaving only the less potent ones available to use without fear of running afoulof the law. that said, this relaxing and , can be a ally for thoseneeding help to induce sleep, and calm restlessness and ,. ",,lactuca virosa wild lettuce," Anxiety, Sleep/Insomnia",," Analgesic, Anodyne, Antispasmodic, Antitussive, Nervine, Psychedelic, Sedative"," anxiety, sleep/insomnia,insomnia,arthritis,anxiety"
canadian wild ginger ," :, * ,roots can be harvested any time of year but are freshest in spring. plants spread slowly about 6 inches a year under ideal conditions. propagate by root division in the spring after the leaves have expanded. , ", ,asarum canadense wild ginger,,North America," Bitter, Carminative, Diaphoretic, Diuretic, Expectorant, Stimulant",
wild cherry ," ,  , wild black cherry is a very effective herbal cough remedy.  the main use of the bark  is to still irritated, nagging coughs. wild black cherry is used in many commercial cough products such as smith brothers, lunden's and vicks for the flavor as well as the decongestant and sedative properties."," native americans made a tea from the bark to help curtail diarrhea and sooth the lungs, and passed it's use on to the early colonial settlers who included wild cherry in many cough elixir.  ",prunus serotina wild cherry bark," Bronchitis, Colds, Congestion, Cough, Sleep/Insomnia",North America," Anodyne, Anti-inflammatory, Antiscrofulous, Astringent, Expectorant, Sedative"," bronchitis, colds, congestion, cough, sleep/insomnia"
white willow ,"white willow has been used to combat fevers and , for thousands of years. willow bark may be the oldest herb known to treat pain and inflammation, the oldest recorded use is by chinese physicians in 500 b.c.  white willow was also used in ancient assyrian, egyptian, and greek medicine as well as by native american healers in north america.,the inner bark of the white willow tree contains salicin, which is changed to salicylic acid in the body. the compound in aspirin, acetylsalicylic acid, is derived from salicylic acid.  ,herbalists use white willow much the same as aspirin, ie; to reduce fevers, pain, and inflammation in conditions such as ,, ,, and ,. white willow works slower but lasts longer than aspirin and has less side , due to the large amounts of tannins that protect the stomach. ,  willow is used mainly in, formulations to enhance the actions of other herbs. this is sometimes referred to as ""stacking"" in body building. ,white willow can be used in skin and beauty treatments. make a strong tea of the bark (decoction) and apply the cooled liquid to  aid healing of , decoctions of willow bark tea can be used as a gargle to treat ,.","the active extract of the bark, called salicin, after the latin name for the white willow (salix alba), was isolated to its crystalline form in 1828 by henri leroux, a french pharmacist, and raffaele piria, an italian chemist, who then succeeded in separating out the acid in its pure state. salicin, like aspirin, is a chemical derivative of salicylic acid.",salix alba white willow bark," Arthritis, Colds, Cramps/abdominal, Cuts & Wounds, Diet/weight Loss, Fibromyalgia, Headache/Migraine, Lupus, Osteoporosis, Pain Relief, Rheumatoid_arthritis",," Analgesic, Anti-inflammatory, Antirheumatic, Appetite Depressant, Astringent, Febrifuge, Warm"," arthritis, colds, cramps/abdominal, cuts & wounds, diet/weight loss, fibromyalgia, headache/migraine, lupus, osteoporosis, pain relief, rheumatoid_arthritis, pain,painful menstruation,arthritis,neuralgia,gastronomic side effects, weight loss,sores, burns, or cuts.,inflamed gums"
vetiver ,,vetiver was used in early ayurvedic medicine in india.  ,vetiveria zizanoides vetiver oil," Aromatherapy, Ayurvedic, Insect Repellent",Ayurvedic," Analgesic, Calm, Insect repellents, Muscle Relaxant, Skin tonic, Stress"," aromatherapy, ayurvedic, insect repellent"
vanilla ,,vanilla was used as a flavoring by the aztecs ,vanilla planifolia, Culinary/Kitchen,Central and South America," Aromatic, Carminative", culinary/kitchen
valerian ,"valerian is without doubt the most widely recognized herbal sedative. it is usedby herbalists for  ,, , and to help the body relax in thepresence of pain. although valerian is potent, and has an effect similar to drugslike valium,,  it is neither habit-forming noraddictive. valerian puts you to sleep but doesn't cause a morning hangover, interactwith alcohol, or lead to addiction. research shows that extracts of the rootnot only help you fall asleep faster but also improve sleep quality. valerianhas a tonic effect on the heart when used in combination with ,. ,.valerian herb can also calm , when used in combination with ,, and ,. ,valerian relaxes smooth muscles makingit an idea ,. "," the word valerian occurs in the recipes of the anglo saxon leeches (eleventh century). valeriana, amantilla and fu are used as synonymous in the alphita, a medieval vocabulary of the important medical school of salernum. saladinus of ascoli (about 1450) directs the collection in the month of august of radices fu, id est valerianae. referring to the name amantilla, by which it was known in the fourteenth century, professor henslow quotes a curious recipe of that period, a translation of which runs as follows: 'men who begin to fight and when you wish to stop them, give to them the juice of amantilla id est valeriana and peace will be made immediately.'",valeriana officinalis root," Addiction, Cardiovascular, Cough, Cramps/abdominal, Headache/Migraine, Herbal Teas, Pet, Sleep/Insomnia, Stop Smoking",European," Adaptogens, Anodyne, Antispasmodic, Anxiety, Aromatic, Calm, Nervine, Sedative, Stress"," addiction, cardiovascular, cough, cramps/abdominal, headache/migraine, herbal teas, pet, sleep/insomnia, stop smoking,insomnia,nervous anxiety,coughs"
